Procedure Code,Procedure Description,Benefit Group,,,,,,,,,,,,,,
DIAG1431,Mucopolysaccharides (MPS) Type-VI - [EDTA  Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1433,MUSK Antibody Myasthenia gravis - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1438,Myotonic Dystrophy Chomosome 19q 13.3 - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1440,NARP Neurogenic Ataxia Retinitis Pigmentosa - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1447,Nitrotyrosine Quantitative - [EDTA Plasma],Clinical Pathology,,,,,,,,,,,,,,
DIAG1455,NPM1 mutations AML - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1456,NRAS mutations Exon-1 and 2 - [Tissue],Clinical Pathology,,,,,,,,,,,,,,
DIAG1457,NSE Neuron Specific Enolase - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1459,NTx - N-Tellopeptide (Collagen Crosslinked) - [Urine 24H],Clinical Pathology,,,,,,,,,,,,,,
DIAG1468,Panfungal-DNA DNA detection by PCR - [Body fluids],Clinical Pathology,,,,,,,,,,,,,,
DIAG1469,Panfungal-DNA DNA detection by PCR - [CSF],Clinical Pathology,,,,,,,,,,,,,,
DIAG1470,PAPPa (Pregnancy Associated Plasma Protein) - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1481,Pax 5 - IHC stain only - [Tissue / Block],Clinical Pathology,,,,,,,,,,,,,,
DIAG1501,Platelet Antibodies by IF Qualitative test - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1504,PNH Confirmation Test FLAER method - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1505,Pompe Disease Enzyme Assay - [Na Heparin Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1525,Rett Syndrome MECP2 Deletion/ Duplication - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1526,Rett Syndrome MECP2 Sequencing - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1529,RNP-Sm Antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1560,Sm Antibody Smith Antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1562,Sphingomyelinase (Niemann Pick Disease) - [Na-Heparin Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1568,ST2 Heart failure marker - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1569,Steriod Panel for Congenital Adrenal Hyperlasia,Clinical Pathology,,,,,,,,,,,,,,
DIAG1576,Streptococcus pneumoniae Antigen detection - [CSF],Clinical Pathology,,,,,,,,,,,,,,
DIAG1577,Streptococcus pneumoniae Antigen detection - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1578,Streptococcus pneumoniae Antigen detection - [Urine],Clinical Pathology,,,,,,,,,,,,,,
DIAG1583,T Cell Gene Rearrangement by PCR T-Cell Clonality - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1595,Thyroid Antibodies - ATAB (Includes TPO and ATA) -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1603,TPHA-Treponema Pallidum Haemagglutination Assay -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1611,"Tuberculosis (MTB), rRNA detection by TMA (US FDA approved method) -  [BAL]",Clinical Pathology,,,,,,,,,,,,,,
DIAG1615,Typhoid DNA By Real time PCR - [CSF],Clinical Pathology,,,,,,,,,,,,,,
DIAG1621,UGT1A1 Gene Polymorphism TA Repeat - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1629,Vimentin - IHC stain only - [Tissue / Block],Clinical Pathology,,,,,,,,,,,,,,
DIAG1638,VZV-Varicella Zoster Virus DNA detection by PCR - [CSF],Clinical Pathology,,,,,,,,,,,,,,
DIAG1644,Wilson Disease ATP7 B Gene Mutation - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1647,Yo Antibody Neuronal antibody for Paraneoplastic syndromes- [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG626,ADDITIONAL CHILD / PERSON [LEGAL],Family Planning Services,,,,,,,,,,,,,,
DIAG629,FATHER  CHILD ONLY [PARENTITY DISPUTE] LEGAL,Family Planning Services,,,,,,,,,,,,,,
DIAG630,GENETIC PROFILING (21 LOCI TEST - ALLELE SIZING),Family Planning Services,,,,,,,,,,,,,,
DIAG637,MOTHER  CHILD (maternity dispute) LEGAL,Family Planning Services,,,,,,,,,,,,,,
DIAG794,Acetylcholinesterase (RBC) OPC poisoning [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG795,Acetylcholinesterase OPC poisoning [Plasma],Clinical Pathology,,,,,,,,,,,,,,
DIAG798,ACTN3 genotyping Sports gene [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG800,"ACUTE MYELOID LEUKEMIA (AML) PANEL BY FLOW CYTOMETRY (CD7, CD19,CD13, CD14, CD15, CD33,CD34, CD117, CD41, CD45,CD61, GLYCOPHORIN A, HLADR,CD11b, CD16, CD64,CD56)",Clinical Pathology,,,,,,,,,,,,,,
DIAG801,ACYLCARNITINE (SERUM),Clinical Pathology,,,,,,,,,,,,,,
DIAG817,AFB Xpert Panel by Genexpert,Clinical Pathology,,,,,,,,,,,,,,
DIAG823,AFB-detection of rRNA by TMA [CSF],Clinical Pathology,,,,,,,,,,,,,,
DIAG824,AFB-detection of rRNA by TMA [Tissue],Clinical Pathology,,,,,,,,,,,,,,
DIAG825,AFB-detection of rRNA by TMA [Urine],Clinical Pathology,,,,,,,,,,,,,,
DIAG833,ALLERGEN-EXTENDED RHINITIS/ASTHMA PANEL-ADULT,Clinical Pathology,,,,,,,,,,,,,,
DIAG834,ALLERGEN-EXTENDED RHINITIS/ASTHMA PANEL-CHILD,Clinical Pathology,,,,,,,,,,,,,,
DIAG835,ALLERGEN-RHINITIS/ASTHMA INDOOR INHALANTS PANEL,Clinical Pathology,,,,,,,,,,,,,,
DIAG836,ALLERGEN-RHINITIS/ASTHMA PANEL,Clinical Pathology,,,,,,,,,,,,,,
DIAG842,Alpha Fucosidase [Heparing Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG845,Alpha Iduronidase Hurler / MPS I [Heparin Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG847,Alpha N Acetyl Glucosaminidase Sanfillipo B / MPS III B [Heparin Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG861,Amphiphysin Antibody Neuronal Ag in Paraneoplastic syndrome - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG881,Arginine Quantitative - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG902,B Cell Gene Rearrangement by Sequencing IGH Clonality - [Tissue],Clinical Pathology,,,,,,,,,,,,,,
DIAG903,Basal Ganglion Antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG916,Beta Hexosaminidase A GM2-1/ tay sachs - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG917,Beta Hexosaminidase T GM2-2/ Sandhoff - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG920,"Beta Thalassemia, beta globin (HBB) gene sequencing 30 Mutations - [EDTA Blood]",Clinical Pathology,,,,,,,,,,,,,,
DIAG930,Biotinidase Quantitative - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG943,Bullous Pemphigoid 180 Vesiculobullous disorders - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG944,Bullous Pemphigoid 230 Vesiculobullous disorders - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG958,"Capecitabine Induced toxicity DPD,TS,MTHFR - [EDTA Blood]",Clinical Pathology,,,,,,,,,,,,,,
DIAG967,CBF Beta Inversion (16) by FISH AML-M4E0 - [Na Heparin Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG979,CD138,Clinical Pathology,,,,,,,,,,,,,,
DIAG982,CD15 - IHC stain only - [Tissue / Block],Clinical Pathology,,,,,,,,,,,,,,
DIAG989,CD20 - IHC stain only - [Tissue / Block],Clinical Pathology,,,,,,,,,,,,,,
DIAG643,"AFB, Culture by conventional  LJ medium -  [Sputum]",Clinical Pathology,,,,,,,,,,,,,,
DIAG651,"AFB, susceptibility for MOTT(Atypical Mycobacterium) -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG652,"AFB, susceptibility:10 drugs panel -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG653,"AFB, susceptibility:15 drugs panel -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG658,"AFB,susceptibility-Augmentin  -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG659,"AFB,susceptibility-Capreomycin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG660,"AFB,susceptibility-Ciprofloxacin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG661,"AFB,susceptibility-Clarithromycin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG662,"AFB,susceptibility-Clofazimine -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG664,"AFB,susceptibility-Erythromycin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG666,"AFB,susceptibility-Ethionamide -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG669,"AFB,susceptibility-Levofloxacin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG670,"AFB,susceptibility-Ofloxacin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG671,"AFB,susceptibility-PAS -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG672,"AFB,susceptibility-Prothionamide -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG673,"AFB,susceptibility-Pyrazinamide -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG675,"AFB,susceptibility-Roxithromycin  -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG676,"AFB,susceptibility-Sparfloxacin -  [Pure culture]",Clinical Pathology,,,,,,,,,,,,,,
DIAG678,Air : Bacteriological examination -  [NA],Clinical Pathology,,,,,,,,,,,,,,
DIAG679,Albert~s Stain for C.diphtheriae -  [Throat or Nasopharyngeal swab],Clinical Pathology,,,,,,,,,,,,,,
DIAG693,"C and I, Anaerobes - [Any Sample]",Clinical Pathology,,,,,,,,,,,,,,
DIAG694,"C and I, fungal - [Any Sample]",Clinical Pathology,,,,,,,,,,,,,,
DIAG709,"Culture, water (bacteriological)  -  [Water]",Clinical Pathology,,,,,,,,,,,,,,
DIAG714,Fructose  -  [Semen],Clinical Pathology,,,,,,,,,,,,,,
DIAG721,Gram`s  staining -  [Any Sample],Clinical Pathology,,,,,,,,,,,,,,
DIAG724,KOH mount -  [Any sample],Clinical Pathology,,,,,,,,,,,,,,
DIAG727,Microbial Identification - [pure culture],Clinical Pathology,,,,,,,,,,,,,,
DIAG747,Skin Smear for Hansen's Disease,Clinical Pathology,,,,,,,,,,,,,,
CLI0002,Double Switch Procedure (Arterial and Atrial),Surgeries,,,,,,,,,,,,,,
CLI0003,2 Stage Revision Of Total Knee Replacement For Infection - First Stage,Surgeries,,,,,,,,,,,,,,
CLI0004,2 Stage Revision Of Total Knee Replacement For Infection - Second Stage,Surgeries,,,,,,,,,,,,,,
CLI0023,Amputation Of Whole Ray,Surgeries,,,,,,,,,,,,,,
CLI0025,Anastomosis Of Gall Bladder (To Another Viscus),Surgeries,,,,,,,,,,,,,,
CLI0026,Anastomosis Of Hepatic Duct,Surgeries,,,,,,,,,,,,,,
CLI0032,Ankle Syndesmosis Reconstruction,Surgeries,,,,,,,,,,,,,,
CLI0057,"Burn Wound/Scar Excision, Trunk and Limbs (Between 10% And 25% Of Body Area)",Surgeries,,,,,,,,,,,,,,
CLI0058,"Burn Wound/Scar Excision, Trunk and Limbs (Between 2% And 10% Of Body Area)",Surgeries,,,,,,,,,,,,,,
CLI0059,"Burn Wound/Scar Excision, Trunk and Limbs (Not More Than 2% Body Surface Area)",Surgeries,,,,,,,,,,,,,,
CLI0060,"Burn Wound/Scar Excision, Trunk And Limbs (Between 10% And 25% Body Surface Area)",Surgeries,,,,,,,,,,,,,,
CLI0061,"Burn Wound/Scar Excision, Trunk And Limbs (Between 2% And 10% Body Surface Area)",Surgeries,,,,,,,,,,,,,,
CLI0062,"Burn Wound/Scar Excision, Trunk And Limbs (Not More Than 2% Body Surface Area)",Surgeries,,,,,,,,,,,,,,
CLI0064,Bypass Of Duodenum,Surgeries,,,,,,,,,,,,,,
CLI0074,Family Planning (Injectibles),Family Planning Services,,,,,,,,,,,,,,
CLI0075,FBC/MP/ WIDAL,Clinical Pathology,,,,,,,,,,,,,,
CLI0076,MECHANICAL VENTILATOR,Medical Appliances/Consumables,,,,,,,,,,,,,,
CLI0077,MEDICATION FOR IUI INTRA UTERINE INSEMINATION,Medical Appliances/Consumables,,,,,,,,,,,,,,
CLI0085,Daily Dressing (x 1 week),Emergency/Critical Care,,,,,,,,,,,,,,
CLI0094,Functional Capacity Evaluation FCE,Surgeries,,,,,,,,,,,,,,
CLI0095,Gynecological Health Checkup,Selective Health Screening,,,,,,,,,,,,,,
CLI0096,Training room and facility use,Accomodation,,,,,,,,,,,,,,
CLI0128,IMPOTENCY/FRIGIDITY PROFILE,Infertility Treatment-Investigations,,,,,,,,,,,,,,
CLI0129,HERPES I and II ELISA,Clinical Pathology,,,,,,,,,,,,,,
CLI0142,Histology (rapid 5 days),Clinical Pathology,,,,,,,,,,,,,,
CLI0146,Anti Citrulinated Protein Antibodies,Clinical Pathology,,,,,,,,,,,,,,
DIAG379,Tuberculosis -IgM antibodies -  [Body fluid],Clinical Pathology,,,,,,,,,,,,,,
DIAG385,Home Visit,Clinical Pathology,,,,,,,,,,,,,,
DIAG1664,aPTT 1:1 Mixing (test),Clinical Pathology,,,,,,,,,,,,,,
DIAG1675,"HBsAg, Screening -  [Serum]",Clinical Pathology,,,,,,,,,,,,,,
DIAG1676,"HBsAg, Spot test",Clinical Pathology,,,,,,,,,,,,,,
DIAG1677,"HBsAg, Spot test  -  [Serum]",Clinical Pathology,,,,,,,,,,,,,,
DIAG1702,Tuberculosis -IgA antibodies -  [Body fluid],Clinical Pathology,,,,,,,,,,,,,,
DIAG1703,Tuberculosis -IgG antibodies -  [Body fluid],Clinical Pathology,,,,,,,,,,,,,,
DIAG1709,Dr EsoZobor Specimen Handling (Urine and Serum),Clinical Pathology,,,,,,,,,,,,,,
DIAG1710,Dr. Nike antibodies sensitivity,Clinical Pathology,,,,,,,,,,,,,,
DIAG1718,MRI (Health Checkup),Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1750,MRI Left Thigh,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1751,MRI leg (Thigh/Fumor),Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1766,MRI Rt Thigh,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1777,MRI TM Joint (Left),Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1778,MRI TM Joint (Right),Advanced And Complex Investigations,,,,,,,,,,,,,,
OPH0003,T-MYCIN EYEDROP,Non-Chronic Medications,,,,,,,,,,,,,,
OPH0004,T-MYCIN OINTMENT,Non-Chronic Medications,,,,,,,,,,,,,,
OPH0018,varilux confort (plano to 6.00),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0023,Single Vision Plano to +4.75,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0024,Single Vision 5.00 to 6.75,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0025,Single Vision 7.00 to 8.75,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0026,Single Vision 9.00 + 12.00,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0027,Single Vision white as thin as possible (-3.00 to -5.00),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0028,Single Vision Photo,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0029,D-Top White,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0030,Invisible Bifocal,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0031,Invisible Bifocal AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0032,Varilux Comfort white 6.25 to 10.00,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPH0039,Gutt Travoprost,Non-Chronic Medications,,,,,,,,,,,,,,
OPT03,1.56 Blue Max [HMC] Progressive,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT04,1.56 Blue UV [HMC] Progressive,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT09,AR Coating on tinted lens,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT100,IZOD B,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT105,Lenticular Lens Special Order,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT106,LUIS VUITTON FRAME,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT116,Optical Frame with glasses,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT124,Single \Vision Transition (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT125,Single Vision (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT126,Single Vision  AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT127,SINGLE VISION AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT128,Single Vision Blue Cat,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT129,Single Vision Blue Cat Transition,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT13,ARISTOCROM,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT130,Single Vision Blue Cat Transition Ultrathin,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT131,Single Vision Group A,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT132,Single Vision Group B,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT133,Single Vision Group C,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT134,Single Vision Group D,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT135,SINGLE VISION HIGH CYLINDER,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT137,Single Vision Special Order,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT138,Single Vision Transition AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT140,Stafen Drop,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT141,Standard Frame,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT148,Varilux Comfort (-) Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT149,Varilux Comfort () Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT150,Varilux Comfort (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT151,Varilux Comfort  SP  AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT152,Varilux Comfort AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT155,Varilux Physio Prevencia Orma 1.5,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT156,Varilux Transition (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT157,Varilux Transition AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT158,Varilux Transition AR (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT159,VARILUX TRANSITION AR  ADD,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT160,Varilux Transition Special order,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT161,View Focal Anti reflective Lens (AR),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT17,Bi Focal lens,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT173,Dressing of the Eye,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT18,Bifocal AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT183,Entropion And Ectropion Repairs,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT19,Bifocal AR Special Order,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT190,Intraocular Lens Implantation  (Major-SURGICAL),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT191,Paracentesis (A/C Washout)  (Major-SURGICAL),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT192,Penetrating Keratoplasty (PKP)  (Major-SURGICAL),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT22,Bifocal Transition Special order,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT24,BVLgari 2021,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT31,Designer Frame Group A,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT32,Designer Frame Group B,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT33,Designer Frame Group C,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT34,Designer Frame Group D,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT36,Drumoptol,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT37,D-Top Bifocal (-) Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT38,D-Top Bifocal () Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT39,D-Top Bifocal (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT40,D-Top Transition,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT43,ELLEN TRACY A,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT44,ELLEN TRACY B,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT46,ERDON,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT48,EYE BRITE (full),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT49,EYE BRITE (half),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT53,Fixing of External frames,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT55,Frame- Basic,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT57,Frame Cord,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT58,Frame Designer- Bvlgari,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT59,Frame Designer- Cartier,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT60,Frame Designer- Channel,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT61,Frame Designer- Chopard,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT62,Frame Designer- DandG,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT63,Frame Designer- Dior,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT64,Frame Designer- Fred,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT65,Frame Designer- Gucci,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT66,Frame Designer- Longines,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT67,Frame Designer- Marc Jacobs,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT68,Frame Designer- Max Mara,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT69,Frame Designer- Prada,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT70,Frame Designer- Puma,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT71,Frame Designer- Salvatore,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT72,Frame Designer- Swarovski,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT73,Frame Designer- Tom Ford,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT74,Frame Designer- Tommy Hilfiger,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT78,Fused Bifocal (-) Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT79,Fused Bifocal () Add,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT80,Fused Bifocal (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT83,"Glazing, edging and fixing single vision bifocal lens",Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT84,"Glazing, edging and fixing single vision lens",Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT86,Hugo Boss 531,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT90,Invisible Bifocal,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT91,Invisible Bifocal (Special Order),Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT92,INVISIBLE BIFOCAL AR,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
OPT93,Invisible Bifocal SP,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
ANT0001,Caeserian Delivery - Baby Care,Maternity,,,,,,,,,,,,,,
CONS071,Subsequent Specialist Reviews,Consultation Specialist,,,,,,,,,,,,,,
CONS081,SPEECH THERAPY(1STVISIT),Consultation Specialist,,,,,,,,,,,,,,
CONS082,SPEECH THERAPY(FOLLOWUP),Consultation Specialist,,,,,,,,,,,,,,
DRG01B,DAZELKIT(150MG/1G/1G),Non-Chronic Medications,,,,,,,,,,,,,,
DRG5011,Terra cotril eye susp.,Non-Chronic Medications,,,,,,,,,,,,,,
DRG5014,APTIZOOM SYRUP,Non-Chronic Medications,,,,,,,,,,,,,,
DRG5017,VARILRIX,Non-Chronic Medications,,,,,,,,,,,,,,
OUT0006,THERBAND,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0014,Dermaplanning,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0018,Jelly Pedicure,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0021,Hot stone massage,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0022,G5 massage,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0023,NAIL ART USING STONE  PER FINGER,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0024,CLASSIC LASH EXTENTION,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0027,BASIC FACIAL,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0033,CLASSIC WISPY LASH EXTENTION,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0034,CLASSIC CAT EYE LASH EXTENTION,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0035,CLASSIC FULL SET LASH EXTENTION,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0038,SWEDISH MASSAGE    1HR,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0039,CARNIAL MASSAGE    20MIN,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0041,BACK THERAPY   20MIN,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0046,MICRONEEDLING,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0047,MICRONEEDLING HAIRLOSS  (3 SESSION),Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0049,BODY PEEL,Medical Appliances/Consumables,,,,,,,,,,,,,,
OUT0050,JASSNER PEEL,Medical Appliances/Consumables,,,,,,,,,,,,,,
